,id,localidade,IAP,IDH,PIB,GINI,CLASS,denuncias
x75,150490,Muaná,0.3374821867256964,-0.6352697098765964,-1.2986906135451495,0.2429026558860896,3,4
x76,150495,Nova Esperança do Piriá,0.3374821867256964,-1.4711298483814719,-0.194423988940204,1.4705452438880622,3,4
x77,150497,Nova Ipixuna,-1.3899782178749143,-0.037988351230282213,-0.26710192665384747,-1.7460165226992128,3,0
x78,150500,Nova Timboteua,0.3374821867256964,0.6352697098765966,-1.0133368679006982,0.967421566101701,2,4
x79,150503,Novo Progresso,0.009898072981534015,1.7460165226992137,1.389392740919949,1.4705452438880622,0,2
x80,150506,Novo Repartimento,0.3374821867256964,-0.8741359098836601,0.03372946789822882,-1.0517172529984826,3,3
x81,150510,Óbidos,1.5915563484056177,0.2954151418352379,0.8011453213279762,-0.20396117575131423,1,1
x82,150520,Oeiras do Pará,-0.6886512391544619,-1.259039028026586,0.16143512853700098,0.967421566101701,3,4
x83,150530,Oriximiná,1.119908308935073,0.8011340080975516,1.5384495552156037,-1.0517172529984826,1,2
x84,150540,Ourém,0.3374821867256964,-0.21690442598171064,-0.1701011827138371,0.6045853465832371,2,1
x85,150543,Ourilândia do Norte,-1.3899782178749143,0.8181874703636373,0.8245993304597683,-0.20396117575131423,2,2
x86,150548,Pacajá,0.3374821867256964,-1.1202053547494892,0.4562670341869378,-1.0517172529984826,2,2
x87,150549,Palestina do Pará,-1.3899782178749143,0.16532666916589714,-0.24908655738050606,0.2429026558860896,3,1
x88,150550,Paragominas,1.5915563484056177,1.1154489689670224,1.4720082854396632,-1.4705452438880622,0,40
x89,150553,Parauapebas,1.852048032298861,2.295183639780423,2.1183124617732294,-0.6508373064444771,0,68
x90,150555,Pau D'Arco,-1.3899782178749143,-0.1564533651981872,0.6892921378923007,-1.0517172529984826,3,0
x91,150560,Peixe-Boi,-0.6886512391544619,-0.037988351230282213,-1.9557812086503241,0.6045853465832371,3,3
x92,150563,Piçarra,0.009898072981534015,-0.3219708901819884,0.7012566470075954,0.2429026558860896,2,3
x93,150565,Placas,-1.3899782178749143,-0.48699393885129033,-0.6042098766405811,1.4705452438880622,3,0
x94,150570,Ponta de Pedras,-0.6886512391544619,-0.3487556955170447,-1.4300371593192172,0.6045853465832371,3,9
x95,150580,Portel,1.6550352213773933,-1.757249724026964,0.2940796832518405,-1.0517172529984826,1,13
x96,150590,Porto de Moz,0.3374821867256964,-1.3996566480498192,-0.8281728397324787,-0.20396117575131423,3,3
x97,150600,Prainha,0.009898072981534015,-1.015517613293485,-0.14151240468137982,0.967421566101701,3,1
x98,150610,Primavera,0.3374821867256964,-0.11418529432142824,1.0752957415752602,0.6045853465832371,2,0
x99,150611,Quatipuru,0.3374821867256964,-0.7728816409849758,-1.1735113177725685,0.967421566101701,3,4
x100,150613,Redenção,1.395418154614277,1.6157206933784676,1.0844833467426014,-1.0517172529984826,0,25
x101,150616,Rio Maria,0.009898072981534015,0.986162162276945,1.4051059678192326,0.967421566101701,1,14
x102,150618,Rondon do Pará,-0.6886512391544619,0.501297710767729,-0.08787932462194899,-2.166106752892329,3,11
x103,150619,Rurópolis,-1.3899782178749143,-0.5744599931693578,-1.1028130962498484,0.6045853465832371,3,1
x104,150620,Salinópolis,0.3374821867256964,1.1701182500084333,0.33349592989766985,0.2429026558860896,1,20
x105,150630,Salvaterra,-0.6886512391544619,0.5936783401487544,-0.9581713026714971,0.2429026558860896,3,0
x106,150635,Santa Bárbara do Pará,-0.6886512391544619,0.8610402050730338,-0.5106975983459667,1.4705452438880622,2,7
x107,150640,Santa Cruz do Arari,0.009898072981534015,-0.4509651702263182,-1.477263231124275,0.967421566101701,3,2
x108,150650,Santa Izabel do Pará,-1.3899782178749143,1.2758170414017853,0.14178662551253723,-0.20396117575131423,2,14
x109,150655,Santa Luzia do Pará,1.2424787871632754,-0.6985257103450601,-0.7410251430855164,-0.20396117575131423,2,1
x110,150658,Santa Maria das Barreiras,0.7049775102792363,-0.7585059570978735,1.144904041793299,0.6045853465832371,1,0
x111,150660,Santa Maria do Pará,0.009898072981534015,0.41785061995716205,0.2280471339147734,0.967421566101701,2,8
x112,150670,Santana do Araguaia,0.009898072981534015,0.501297710767729,0.4600046285639994,-0.20396117575131423,2,3
x113,150680,Santarém,1.395418154614277,2.0165329237566016,0.7305517719212055,-2.166106752892329,0,144
x114,150690,Santarém Novo,0.3374821867256964,0.08837646690321847,-1.691013262039149,5.19933758270342,1,0
x115,150700,Santo Antônio do Tauá,-1.3899782178749143,0.9041176612839913,0.2663792222588275,0.6045853465832371,2,7
x116,150710,São Caetano de Odivelas,0.3374821867256964,0.0568313523201203,-0.731146234646388,-0.20396117575131423,3,5
x117,150715,São Domingos do Araguaia,-1.3899782178749143,0.2954151418352379,0.08866719272172413,-1.0517172529984826,3,3
x118,150720,São Domingos do Capim,0.009898072981534015,-0.9072355384788398,0.000749818370094455,-0.6508373064444771,3,4
x119,150730,São Félix do Xingu,0.3374821867256964,0.2954151418352379,0.16749633567446395,-1.7460165226992128,2,9
x120,150740,São Francisco do Pará,-1.3899782178749143,0.5936783401487544,0.5751732918532133,1.4705452438880622,2,2
x121,150745,São Geraldo do Araguaia,-1.3899782178749143,0.348755695517045,0.981626940415326,-1.4705452438880622,2,1
x122,150746,São João da Ponta,0.009898072981534015,0.02488550311706342,-0.9873409327877699,0.967421566101701,3,0
x123,150747,São João de Pirabas,-0.6886512391544619,-0.8517259806982667,-1.2053072394099615,0.6045853465832371,3,7
x124,150750,São João do Araguaia,-0.6886512391544619,-0.517723552817668,-0.24069449211000038,-1.0517172529984826,3,3
x125,150760,São Miguel do Guamá,0.009898072981534015,0.21690442598171078,-0.02378627629264218,-0.6508373064444771,2,17
x126,150770,São Sebastião da Boa Vista,-1.3899782178749143,-0.4357699298335434,-0.9231628535966067,1.4705452438880622,3,3
x127,150775,Sapucaia,0.009898072981534015,0.1960858250215825,0.7593280463943072,-0.20396117575131423,2,0
x128,150780,Senador José Porfírio,-0.6886512391544619,-1.1708311189567913,0.42159758681984205,0.2429026558860896,3,2
x129,150790,Soure,1.4813016392052942,0.6985257103450605,-0.8676971785036826,-0.20396117575131423,1,2
x130,150795,Tailândia,0.8938074348664315,0.11418529432142852,-0.42982496358014394,-0.20396117575131423,2,11
x131,150796,Terra Alta,-1.3899782178749143,0.5504821475527473,-2.4110926139292808,-0.20396117575131423,3,3
x132,150797,Terra Santa,-1.3899782178749143,0.9394728248202913,1.2781667821545464,0.2429026558860896,1,4
x133,150800,Tomé-Açu,0.009898072981534015,0.07066802212729008,0.12975707039955364,-0.6508373064444771,2,10
x134,150803,Tracuateua,0.009898072981534015,-0.9202578755274337,-1.075547853739558,0.967421566101701,3,1
x135,150805,Trairão,0.009898072981534015,-0.3487556955170447,0.5654533233509392,1.4705452438880622,2,1
x136,150808,Tucumã,0.009898072981534015,1.2758170414017853,0.959303068153797,0.2429026558860896,1,12
x137,150810,Tucuruí,1.9742932230425354,1.4713798467412988,1.7933110331709872,-1.0517172529984826,0,52
x138,150812,Ulianópolis,-1.3899782178749143,0.5399175656801211,1.3343670089427027,-0.20396117575131423,2,3
x139,150815,Uruará,-0.6886512391544619,0.16532666916589714,0.37361015246640894,-0.20396117575131423,2,2
x140,150820,Vigia,-1.3899782178749143,0.7304027280141283,-1.3505262778717937,0.6045853465832371,3,10
x141,150830,Viseu,-0.6886512391544619,-1.1202053547494892,-0.779781986131154,0.2429026558860896,3,4
x142,150835,Vitória do Xingu,1.6550352213773933,0.37962290989397623,2.862648443481207,-0.20396117575131423,0,6
x143,150840,Xinguara,0.009898072981534015,1.1418385701455165,1.5514273806932608,-0.6508373064444771,1,13
